significance;uniquename;name;searchname;altname;type;gatewaylink;age;area;canon;illustrator;placeholder
"3";"LongLake";"Long Lake";"Long Lake";"";"Lake";"http://tolkiengateway.net/wiki/Long_Lake";"Third Age";""Middle-earth","Rhovanion"";"1";"";""
"2";"Lorellin";"Lórellin";"Lorellin";"";"Lake";"http://tolkiengateway.net/wiki/L%C3%B3rellin";"First Age";""Aman","Valinor"";"1";"";""
"3";"LorienValinor";"Lórien (Valinor)";"Lorien (Valinor)";"";"Place";"http://tolkiengateway.net/wiki/L%C3%B3rien_%28Valinor%29";"First Age";""Aman","Valinor"";"1";"";""
"4";"Losgar";"Losgar";"Losgar";"";"Place";"http://tolkiengateway.net/wiki/Losgar";"First Age";""Middle-earth","Beleriand"";"2";"Ted Nasmith";""
"2";"Lossarnach";"Lossarnach";"Lossarnach";"";"Region";"http://tolkiengateway.net/wiki/Lossarnach";"Third Age";""Middle-earth","Gondor"";"2";"";""
"2";"LostladenDesert";"Desert of Lostladen";"Desert of Lostladen";"";"Region";"http://tolkiengateway.net/wiki/Desert_of_Lostladen";"Third Age";""Southern lands","Middle-earth"";"2";"";""
"3";"Lothlann";"Lothlann";"Lothlann";"";"Plain";"http://tolkiengateway.net/wiki/Lothlann";"First Age";"Middle-earth";"1";"Luis F. Bejarano";""
"6";"Lothlorien";"Lothlórien";"Lothlorien";"";"Forest";"http://tolkiengateway.net/wiki/Lothl%C3%B3rien";"Third Age";""Middle-earth","Rhovanion"";"1";"Ulla Thynell";""
"1";"Luvailin";"Luvailin";"Luvailin";"Shadowmere";"Place";"http://tolkiengateway.net/wiki/Luvailin";"First Age";"Aman";"2";"";""
"5";"MaglorsGap";"Maglor's Gap";"Maglor's Gap";"";"Region";"http://tolkiengateway.net/wiki/Maglor%27s_Gap";"First Age";""Middle-earth","Beleriand"";"1";"";""
"2";"Mahanaxar";"Máhanaxar";"Mahanaxar";""Rithil-Anamo","Ring of Doom"";"Place";"http://tolkiengateway.net/wiki/M%C3%A1hanaxar";"First Age";""Aman","Valinor"";"1";"";""
"3";"Malduin";"Malduin";"Malduin";"";"River";"http://tolkiengateway.net/wiki/Malduin";"First Age";""Middle-earth","Beleriand"";"1";"";""
"2";"MansionsOfAule";"Mansions of Aulë";"Mansions of Aule";"halls of Aulë";"House";"http://tolkiengateway.net/wiki/Mansions_of_Aul%C3%AB";"First Age";""Aman","Valinor"";"1";"";""
"4";"MarchOfMaedhros";"March of Maedhros";"March of Maedhros";"";"Region";"http://tolkiengateway.net/wiki/March_of_Maedhros";"First Age";""Middle-earth","Beleriand"";"1";"";""
"2";"Marish";"Marish";"Marish";"";"Region";"http://tolkiengateway.net/wiki/Marish";"Third Age";""Middle-earth","The Shire"";"2";"";""
"3";"MarshesOfNevrast";"Marshes of Nevrast";"Marshes of Nevrast";"";"Moor";"http://tolkiengateway.net/wiki/Marshes_of_Nevrast";"First Age";""Middle-earth","Beleriand"";"1";"";""
"1";"MathomHouse";"Mathom-house";"Mathom-house";"";"House";"http://tolkiengateway.net/wiki/Mathom-house";"Third Age";""Middle-earth","The Shire"";"2";"";""
"4";"Meduseld";"Meduseld";"Meduseld";"Golden Hall";"House";"http://tolkiengateway.net/wiki/Meduseld";"First Age";""Middle-earth","Rohan"";"2";"Soni Alcorn-Hender";""
"7";"Menegroth";"Menegroth";"Menegroth";"";"City";"http://tolkiengateway.net/wiki/Menegroth";"First Age";""Middle-earth","Beleriand"";"1";"";""
"3";"Meneltarma";"Meneltarma";"Meneltarma";"";"Mountain";"http://tolkiengateway.net/wiki/Meneltarma";"Second Age";""Middle-earth","Númenor"";"1";"";""
"1";"MeringStream";"Mering Stream";"Mering Stream";"";"River";"http://tolkiengateway.net/wiki/Mering_Stream";"Third Age";""Middle-earth","Rohan"";"2";"";""
"3";"MethedEnGlad";"Methed-en-glad";"Methed-en-glad";"";"Stronghold";"http://tolkiengateway.net/wiki/Methed-en-glad";"First Age";""Middle-earth","Beleriand"";"1";"";""
"2";"Methedras";"Methedras";"Methedras";"";"Mountain";"http://tolkiengateway.net/wiki/Methedras";"Third Age";""Middle-earth","Rohan"";"1";"";""
"4";"MichelDelving";"Michel Delving";"Michel Delving";"";"City";"http://tolkiengateway.net/wiki/Michel_Delving";"Third Age";""Middle-earth","The Shire"";"1";"Matěj Čadil";""
"6";"MiddleEarth";"Middle-earth";"Middle-earth";"Endor";"Region";"http://tolkiengateway.net/wiki/Middle-earth";"First Age";"Middle-earth";"1";"Soni Alcorn-Hender";""
"3";"MidgewaterMarshes";"Midgewater Marshes";"Midgewater Marshes";"";"Moor";"http://tolkiengateway.net/wiki/Midgewater_Marshes";"Third Age";""Middle-earth","Eriador"";"1";"Anna Kulisz";""
"4";"MinasAnor";"Minas Anor";"Minas Anor";"";"City";"http://tolkiengateway.net/wiki/Minas_Anor";"Third Age";""Middle-earth","Gondor"";"2";"";""
"4";"MinasIthil";"Minas Ithil";"Minas Ithil";"";"City";"http://tolkiengateway.net/wiki/Minas_Ithil";"Third Age";""Middle-earth","Gondor"";"2";"";""
"6";"MinasMorgul";"Minas Morgul";"Minas Morgul";"";"City";"http://tolkiengateway.net/wiki/Minas_Morgul";"Third Age";""Middle-earth","Mordor","Gondor"";"1";"Soni Alcorn-Hender";""
"7";"MinasTirith";"Minas Tirith";"Minas Tirith";""Minas Anor","Mundburg"";"City";"http://tolkiengateway.net/wiki/Minas_Tirith";"Third Age";""Middle-earth","Gondor"";"2";"Ted Nasmith";""
"4";"MinasTirithBeleriand";"Minas Tirith (Beleriand)";"Minas Tirith (Beleriand)";""Tol-in-Gaurhoth","Isle of Werewolves"";"Tower";"http://tolkiengateway.net/wiki/Minas_Tirith_%28Beleriand%29";"First Age";""Middle-earth","Beleriand"";"2";"";""
"2";"Mindolluin";"Mindolluin";"Mindolluin";"Mount Mindolluin";"Mountain";"http://tolkiengateway.net/wiki/Mindolluin";"Third Age";""Middle-earth","Gondor"";"1";"Ted Nasmith";""
"1";"MindonEldalieva";"Mindon Eldaliéva";"Mindon Eldalieva";"Mindon";"Tower";"http://tolkiengateway.net/wiki/Mindon_Eldali%C3%A9va";"First Age";"Aman";"2";"";""
"2";"Minhiriath";"Minhiriath";"Minhiriath";"";"Region";"http://tolkiengateway.net/wiki/Minhiriath";"Third Age";""Middle-earth","Eriador"";"1";"Matěj Čadil";""
"1";"MinRimmon";"Min-Rimmon";"Min-Rimmon";"";"Mountain";"http://tolkiengateway.net/wiki/Min-Rimmon";"Third Age";""White Mountains","Middle-earth"";"1";"";""
"6";"Mirkwood";"Mirkwood";"Mirkwood";""Taur-e-Ndaedelos","Eryn Galen","Greenwood"";"Forest";"http://tolkiengateway.net/wiki/Mirkwood";"First Age";""Middle-earth","Rhovanion"";"1";"Ted Nasmith";""
"3";"Mirrormere";"Mirrormere";"Mirrormere";"Kheled-zâram";"Lake";"http://tolkiengateway.net/wiki/Mirrormere";"Third Age";""Middle-earth","Moria"";"1";"Joona Kujanen";""
"2";"MistyMountains";"Misty Mountains";"Misty Mountains";""Hithaeglir","Mountains of Mist"";"Mountain Range";"http://tolkiengateway.net/wiki/Misty_Mountains";"Second Age";""Misty Mountains","Middle-earth"";"1";"Matěj Čadil";""
"2";"Mithe";"Mithe";"Mithe";"";"River";"http://tolkiengateway.net/wiki/Mithe";"Third Age";""Middle-earth","The Shire"";"2";"";""
"2";"MitheSteps";"Mithe Steps";"Mithe Steps";"";"Place";"http://tolkiengateway.net/wiki/Mithe_Steps";"Third Age";""Middle-earth","The Shire"";"2";"";""
"5";"Mithrim";"Mithrim";"Mithrim";"";"Region";"http://tolkiengateway.net/wiki/Mithrim";"First Age";""Middle-earth","Beleriand"";"1";"";""
"2";"Mittalmar";"Mittalmar";"Mittalmar";"";"Region";"http://tolkiengateway.net/wiki/Mittalmar";"Second Age";""Middle-earth","Númenor"";"1";"";""
"2";"MoorsOfTheNibinNoeg";"Moors of the Nibin-noeg";"Moors of the Nibin-noeg";"";"Moor";"http://tolkiengateway.net/wiki/Moors_of_the_Nibin-noeg";"First Age";""Middle-earth","Beleriand"";"1";"";""
"8";"Mordor";"Mordor";"Mordor";"";"Region";"http://tolkiengateway.net/wiki/Mordor";"Third Age";""Middle-earth","Mordor"";"1";"Ted Nasmith";""
"1";"Morgai";"Morgai";"Morgai";"";"Place";"http://tolkiengateway.net/wiki/Morgai";"Third Age";""Middle-earth","Mordor"";"1";"";""
"2";"Morgulduin";"Morgulduin";"Morgulduin";"";"River";"http://tolkiengateway.net/wiki/Morgulduin";"Third Age";""Middle-earth","Mordor"";"2";"";""
"2";"MorgulVale";"Morgul Vale";"Morgul Vale";"";"Region";"http://tolkiengateway.net/wiki/Morgul_Vale";"Third Age";""Middle-earth","Mordor"";"1";"";""
"5";"Moria";"Moria";"Moria";""Nornhabar","Khazad-dûm","Hadhodrond"";"Region";"http://tolkiengateway.net/wiki/Moria";"Second Age";"Middle-earth";"1";"Soni Alcorn-Hender";""
"3";"Morthond";"Morthond";"Morthond";"";"River";"http://tolkiengateway.net/wiki/Morthond";"Third Age";""Middle-earth","Gondor"";"1";"";""
"1";"MoundOfRiders";"Mound of Riders";"Mound of Riders";"";"Mound";"http://tolkiengateway.net/wiki/Mound_of_Riders";"First Age";""Middle-earth","Rohan"";"2";"";""
"2";"MoundsOfMundburg";"Mounds of Mundburg";"Mounds of Mundburg";"";"Place";"http://tolkiengateway.net/wiki/Mounds_of_Mundburg";"Third Age";""Middle-earth","Gondor"";"2";"";""
"3";"MountainsOfAngmar";"Mountains of Angmar";"Mountains of Angmar";"";"Mountain Range";"http://tolkiengateway.net/wiki/Mountains_of_Angmar";"Third Age";""Middle-earth","Eriador"";"1";"";""
"3";"MountainsOfMithrim";"Mountains of Mithrim";"Mountains of Mithrim";"";"Mountain Range";"http://tolkiengateway.net/wiki/Mountains_of_Mithrim";"First Age";""Middle-earth","Beleriand"";"1";"";""
"2";"MountainsOfMirkwood";"Mountains of Mirkwood";"Mountains of Mirkwood";"";"Mountain Range";"http://tolkiengateway.net/wiki/Mountains_of_Mirkwood";"Third Age";""Middle-earth","Rhovanion"";"1";"";""
"1";"MountainWall";"Mountain Wall";"Mountain Wall";"";"Place";"http://tolkiengateway.net/wiki/Mountain_Wall";"First Age";"Aman";"2";"";""
"7";"MountDoom";"Mount Doom";"Mount Doom";"Orodruin";"Mountain";"http://tolkiengateway.net/wiki/Mount_Doom";"Second Age";""Middle-earth","Mordor"";"1";"Soni Alcorn-Hender";""
"2";"MouthsOfEntwash";"Mouths of Entwash";"Mouths of Entwash";"";"Delta";"http://tolkiengateway.net/wiki/Mouths_of_Entwash";"Third Age";""Middle-earth","Gondor"";"1";"";""
"3";"MouthsOfSirion";"Mouths of Sirion";"Mouths of Sirion";""Havens of Sirion","Lisgardh"";"Mouth";"http://tolkiengateway.net/wiki/Mouths_of_Sirion";"First Age";""Middle-earth","Beleriand"";"1";"";""
"2";"NanCurunir";"Nan Curunír";"Nan Curunir";"";"Region";"http://tolkiengateway.net/wiki/Nan_Curun%C3%ADr";"Third Age";""Misty Mountains","Middle-earth"";"1";"";""
"2";"NanDungortheb";"Nan Dungortheb";"Nan Dungortheb";"Valley of Dreadful Death";"Valley";"http://tolkiengateway.net/wiki/Nan_Dungortheb";"First Age";""Middle-earth","Beleriand"";"1";"Anna Kulisz";""
"3";"NanElmoth";"Nan Elmoth";"Nan Elmoth";"";"Forest";"http://tolkiengateway.net/wiki/Nan_Elmoth";"First Age";""Middle-earth","Beleriand"";"1";"Anna Kulisz";""
"2";"NanTathren";"Nan-tathren";"Nan-tathren";"Land of Willows";"Region";"http://tolkiengateway.net/wiki/Nan-tathren";"First Age";""Middle-earth","Beleriand"";"1";"";""
"2";"Narchost";"Narchost";"Narchost";"";"Tower";"http://tolkiengateway.net/wiki/Narchost";"Third Age";""Middle-earth","Mordor"";"2";"";""
"1";"Nardol";"Nardol";"Nardol";"";"Mountain";"http://tolkiengateway.net/wiki/Nardol";"Third Age";""White Mountains","Middle-earth"";"1";"";""
"7";"Nargothrond";"Nargothrond";"Nargothrond";"";"Stronghold";"http://tolkiengateway.net/wiki/Nargothrond";"First Age";""Middle-earth","Beleriand"";"1";"Matěj Čadil";""
"4";"Narog";"Narog";"Narog";"";"River";"http://tolkiengateway.net/wiki/Narog";"First Age";""Middle-earth","Beleriand"";"1";"";""
"1";"NarrowsOfTheForest";"Narrows of the Forest";"Narrows of the Forest";"";"Region";"http://tolkiengateway.net/wiki/Narrows_of_the_Forest";"Third Age";""Middle-earth","Rhovanion"";"2";"";""
"2";"NearHarad";"Near Harad";"Near Harad";"";"Region";"http://tolkiengateway.net/wiki/Near_Harad";"Third Age";""Southern lands","Middle-earth"";"1";"Ted Nasmith";""
"2";"Needlehole";"Needlehole";"Needlehole";"";"City";"http://tolkiengateway.net/wiki/Needlehole";"Third Age";""Middle-earth","The Shire"";"2";"";""
"2";"NenGirith";"Nen Girith";"Nen Girith";"";"River";"http://tolkiengateway.net/wiki/Nen_Girith";"First Age";""Middle-earth","Beleriand"";"2";"";""
"3";"NenHithoel";"Nen Hithoel";"Nen Hithoel";"";"Lake";"http://tolkiengateway.net/wiki/Nen_Hithoel";"First Age";""Middle-earth","Beleriand"";"2";"Francesco Amadio";""
"2";"NenLalaith";"Nen Lalaith";"Nen Lalaith";"";"River";"http://tolkiengateway.net/wiki/Nen_Lalaith";"Third Age";""Middle-earth","Rhovanion"";"1";"";""
"4";"Nenning";"Nenning";"Nenning";"";"River";"http://tolkiengateway.net/wiki/Nenning";"First Age";""Middle-earth","Beleriand"";"1";"";""
"2";"Nessamelda";"Nessamelda";"Nessamelda";"";"Tree";"http://tolkiengateway.net/wiki/Nessamelda";"Third Age";""Middle-earth","Númenor"";"2";"";""
"1";"NetherDarkness";"Nether Darkness";"Nether Darkness";"";"Region";"http://tolkiengateway.net/wiki/Nether_Darkness";"Third Age";""Southern lands","Middle-earth"";"2";"";""
"5";"Nevrast";"Nevrast";"Nevrast";"";"Region";"http://tolkiengateway.net/wiki/Nevrast";"First Age";""Middle-earth","Beleriand"";"1";"Marya Filatova";""
"2";"Newbury";"Newbury";"Newbury";"";"City";"http://tolkiengateway.net/wiki/Newbury";"Third Age";""Middle-earth","The Shire"";"2";"";""
"3";"Nimbrethil";"Nimbrethil";"Nimbrethil";"";"Forest";"http://tolkiengateway.net/wiki/Nimbrethil";"First Age";""Middle-earth","Beleriand"";"1";"";""
"2";"NimrodelRiver";"Nimrodel (river)";"Nimrodel (river)";"";"River";"http://tolkiengateway.net/wiki/Nimrodel_%28river%29";"Third Age";""Middle-earth","Rhovanion"";"1";"Anke Eissmann";""
"1";"Nindamos";"Nindamos";"Nindamos";"";"Village";"http://tolkiengateway.net/wiki/Nindamos";"Second Age";""Middle-earth","Númenor"";"1";"";""
"2";"Nisimaldar";"Nísimaldar";"Nisimaldar";"";"Region";"http://tolkiengateway.net/wiki/N%C3%ADsimaldar";"Second Age";""Middle-earth","Númenor"";"1";"";""
"2";"Nisinen";"Nísinen";"Nisinen";"";"Lake";"http://tolkiengateway.net/wiki/N%C3%ADsinen";"Second Age";""Middle-earth","Númenor"";"1";"";""
"3";"Nivrim";"Nivrim";"Nivrim";"";"Woodland";"http://tolkiengateway.net/wiki/Nivrim";"First Age";""Middle-earth","Doriath"";"1";"";""
"2";"Nobottle";"Nobottle";"Nobottle";"";"City";"http://tolkiengateway.net/wiki/Nobottle";"Third Age";""Middle-earth","The Shire"";"2";"";""
"5";"Nogrod";"Nogrod";"Nogrod";"Tumunzahar";"City";"http://tolkiengateway.net/wiki/Nogrod";"First Age";""Middle-earth","Beleriand"";"1";"";""
"2";"Noirinan";"Noirinan";"Noirinan";"";"Place";"http://tolkiengateway.net/wiki/Noirinan";"Second Age";""Aman","Númenor"";"1";"";""
"2";"NorthCape";"North Cape";"North Cape";"";"Cape";"http://tolkiengateway.net/wiki/North_Cape";"Second Age";""Middle-earth","Númenor"";"1";"";""
"2";"NorthDowns";"North Downs";"North Downs";"";"Hill Range";"http://tolkiengateway.net/wiki/North_Downs";"Third Age";""Middle-earth","Eriador"";"1";"Matěj Čadil";""
"2";"Northfarthing";"Northfarthing";"Northfarthing";"";"Region";"http://tolkiengateway.net/wiki/Northfarthing";"Third Age";""Middle-earth","The Shire"";"1";"Matěj Čadil";""
"2";"NorthIthilien";"North Ithilien";"North Ithilien";"";"Region";"http://tolkiengateway.net/wiki/North_Ithilien";"Third Age";""Middle-earth","Gondor"";"1";"Ted Nasmith";""
"2";"Northlands";"Northlands";"Northlands";"";"Region";"http://tolkiengateway.net/wiki/Northlands";"First Age";""Middle-earth","Beleriand"";"2";"";""
"2";"NorthMoors";"North Moors";"North Moors";"";"Moor";"http://tolkiengateway.net/wiki/North_Moors";"Third Age";""Middle-earth","The Shire"";"2";"";""
"2";"NorthSouthRoad";"North-South Road";"North-South Road";"";"Road";"http://tolkiengateway.net/wiki/North-South_Road";"First Age";""Middle-earth","Rohan"";"2";"";""
"1";"NorthStair";"North Stair";"North Stair";"";"Path";"http://tolkiengateway.net/wiki/North_Stair";"Third Age";""Middle-earth","Gondor"";"2";"";""
"1";"NorthUndeep";"North Undeep";"North Undeep";"";"Place";"http://tolkiengateway.net/wiki/North_Undeep";"Third Age";""Middle-earth","Rhovanion"";"2";"";""
"2";"Northway";"Northway";"Northway";"";"Road";"http://tolkiengateway.net/wiki/Northway";"Third Age";""Middle-earth","The Shire"";"2";"";""
"2";"Nuath";"Núath";"Nuath";"";"Forest";"http://tolkiengateway.net/wiki/N%C3%BAath";"First Age";""Middle-earth","Beleriand"";"1";"";""
"6";"Numenor";"Númenor";"Numenor";""Andor","Atalantë","Elenna","Land of Gift","Mar-nu-Falmar","Númenórë","Westernesse"";"Region";"http://tolkiengateway.net/wiki/N%C3%BAmenor";"Second Age";""Middle-earth","Númenor"";"2";"Ted Nasmith";""
"3";"Nunduine";"Nunduinë";"Nunduine";"";"River";"http://tolkiengateway.net/wiki/Nunduin%C3%AB";"Second Age";""Middle-earth","Númenor"";"1";"";""
"1";"Nurn";"Nurn";"Nurn";"";"Region";"http://tolkiengateway.net/wiki/Nurn";"Third Age";""Middle-earth","Mordor"";"1";"";""
"2";"Oatbarton";"Oatbarton";"Oatbarton";"";"Village";"http://tolkiengateway.net/wiki/Oatbarton";"Third Age";""Middle-earth","The Shire"";"2";"";""
"1";"ObelHalad";"Obel Halad";"Obel Halad";"";"City";"http://tolkiengateway.net/wiki/Obel_Halad";"First Age";""Middle-earth","Beleriand"";"2";"";""
"2";"Oiolaire";"Oiolairë";"Oiolaire";"";"Tree";"http://tolkiengateway.net/wiki/Oiolair%C3%AB";"Third Age";""Middle-earth","Númenor"";"2";"";""
"2";"Oiomure";"Oiomúrë";"Oiomure";"";"Region";"http://tolkiengateway.net/wiki/Oiom%C3%BAr%C3%AB";"First Age";"Aman";"1";"";""
"1";"OldFord";"Old Ford";"Old Ford";"";"Ford";"http://tolkiengateway.net/wiki/Old_Ford";"Third Age";""Middle-earth","Rhovanion"";"1";"";""
"4";"OldForest";"Old Forest";"Old Forest";"";"Forest";"http://tolkiengateway.net/wiki/Old_Forest";"Third Age";""Middle-earth","Eriador"";"2";"Ted Nasmith";""
"2";"OldForestRoad";"Old Forest Road";"Old Forest Road";"";"Road";"http://tolkiengateway.net/wiki/Old_Forest_Road";"Third Age";""Middle-earth","Rhovanion"";"1";"";""
"3";"OldMill";"Old Mill";"Old Mill";"";"House";"http://tolkiengateway.net/wiki/Old_Mill";"Third Age";""Middle-earth","The Shire"";"2";"";""
"2";"OldSouthRoad";"Old South Road";"Old South Road";"";"Road";"http://tolkiengateway.net/wiki/Old_South_Road";"First Age";""Middle-earth","Beleriand"";"1";"";""
"2";"OldWinyards";"Old Winyards";"Old Winyards";"";"Place";"http://tolkiengateway.net/wiki/Old_Winyards";"Third Age";""Middle-earth","The Shire"";"2";"";""
"2";"Ondosto";"Ondosto";"Ondosto";"";"City";"http://tolkiengateway.net/wiki/Ondosto";"Second Age";""Middle-earth","Númenor"";"1";"";""
"3";"Orocarni";"Orocarni";"Orocarni";"";"Mountain Range";"http://tolkiengateway.net/wiki/Orocarni";"First Age";""Middle-earth","EasternLands"";"1";"";""
"2";"OrodNaThon";"Orod-na-Thôn";"Orod-na-Thon";""Pine-mountain","Mount of the Pine Trees"";"Mountain";"http://tolkiengateway.net/wiki/Orod-na-Th%C3%B4n";"First Age";""Middle-earth","Beleriand"";"2";"";""
"2";"Oromet";"Oromet";"Oromet";"";"Hill";"http://tolkiengateway.net/wiki/Oromet";"Second Age";""Middle-earth","Númenor"";"1";"";""
"2";"Orrostar";"Orrostar";"Orrostar";"";"Region";"http://tolkiengateway.net/wiki/Orrostar";"Second Age";""Middle-earth","Númenor"";"1";"";""
"6";"Orthanc";"Orthanc";"Orthanc";"";"Tower";"http://tolkiengateway.net/wiki/Orthanc";"Third Age";""Misty Mountains","Middle-earth"";"2";"Ted Nasmith";""
"6";"Osgiliath";"Osgiliath";"Osgiliath";"";"City";"http://tolkiengateway.net/wiki/Osgiliath";"Third Age";""Middle-earth","Gondor"";"1";"Lorraine Brevig";""
"5";"Ossiriand";"Ossiriand";"Ossiriand";"";"Region";"http://tolkiengateway.net/wiki/Ossiriand";"First Age";""Middle-earth","Beleriand"";"1";"Jenny Dolfen";""
"2";"OstInEdhil";"Ost-in-Edhil";"Ost-in-Edhil";"";"City";"http://tolkiengateway.net/wiki/Ost-in-Edhil";"Second Age";""Middle-earth","Eriador"";"1";"";""
"2";"Outlands";"Outlands";"Outlands";"Southern Fiefs";"Region";"http://tolkiengateway.net/wiki/Southern_Fiefs";"Third Age";""Middle-earth","Gondor"";"2";"";""
"2";"OverbournMarshes";"Overbourn Marshes";"Overbourn Marshes";"";"Moor";"http://tolkiengateway.net/wiki/Overbourn_Marshes";"Third Age";""Middle-earth","The Shire"";"1";"";""
"2";"Overhill";"Overhill";"Overhill";"";"Village";"http://tolkiengateway.net/wiki/Overhill";"Third Age";""Middle-earth","The Shire"";"2";"";""
"4";"Palisor";"Palisor";"Palisor";"";"Region";"http://tolkiengateway.net/wiki/Palisor";"First Age";"Middle-earth";"1";"";""
"2";"ParthGalen";"Parth Galen";"Parth Galen";"";"Region";"http://tolkiengateway.net/wiki/Parth_Galen";"Third Age";"Middle-earth";"1";"";""
"2";"PartyField";"Party Field";"Party Field";"";"Field";"http://tolkiengateway.net/wiki/Party_Field";"Third Age";""Middle-earth","The Shire"";"2";"";""
"3";"PassOfAglon";"Pass of Aglon";"Pass of Aglon";"";"Pass";"http://tolkiengateway.net/wiki/Pass_of_Aglon";"First Age";""Middle-earth","Beleriand"";"1";"Matěj Čadil";""
"2";"PasturesOfYavanna";"Pastures of Yavanna";"Pastures of Yavanna";"";"Pasture";"http://tolkiengateway.net/wiki/Pastures_of_Yavanna";"First Age";""Aman","Valinor"";"1";"Ted Nasmith";""
"4";"PathsOfTheDead";"Paths of the Dead";"Paths of the Dead";"";"Path";"http://tolkiengateway.net/wiki/Paths_of_the_Dead";"Third Age";""White Mountains","Middle-earth"";"2";"Anke Eissmann";""
"4";"Pelargir";"Pelargir";"Pelargir";"";"City";"http://tolkiengateway.net/wiki/Pelargir";"Third Age";""Middle-earth","Gondor"";"1";"";""
"2";"PelennorFields";"Pelennor Fields";"Pelennor Fields";"";"Field";"http://tolkiengateway.net/wiki/Pelennor_Fields";"Third Age";""Middle-earth","Gondor"";"1";"Ted Nasmith";""
"4";"Pelori";"Pelóri";"Pelori";"";"Mountain Range";"http://tolkiengateway.net/wiki/Pel%C3%B3ri";"First Age";"Aman";"1";"Ted Nasmith";""
"1";"PenArduin";"Pen-arduin";"Pen-arduin";"";"House";"http://tolkiengateway.net/wiki/Pen-arduin";"Third Age";""Middle-earth","Gondor"";"2";"";""
"2";"Pincup";"Pincup";"Pincup";"";"Village";"http://tolkiengateway.net/wiki/Pincup";"Third Age";""Middle-earth","The Shire"";"2";"";""
"2";"PinnathGelin";"Pinnath Gelin";"Pinnath Gelin";"";"Mountain Range";"http://tolkiengateway.net/wiki/Pinnath_Gelin";"Third Age";""Middle-earth","Gondor"";"1";"";""
"2";"PlateauOfGorgoroth";"Plateau of Gorgoroth";"Plateau of Gorgoroth";"";"Region";"http://tolkiengateway.net/wiki/Plateau_of_Gorgoroth";"Third Age";""Middle-earth","Mordor"";"1";"Ted Nasmith";""
"2";"Poros";"Poros";"Poros";"";"River";"http://tolkiengateway.net/wiki/Poros";"Third Age";""Middle-earth","Mordor"";"1";"";""
"1";"Qerkaringa";"Qerkaringa";"Qerkaringa";"Chill Gulf";"Pass";"http://tolkiengateway.net/wiki/Qerkaringa";"First Age";"Aman";"2";"";""
"1";"Quarry";"Quarry";"Quarry";"";"Place";"http://tolkiengateway.net/wiki/Quarry";"Third Age";""Middle-earth","The Shire"";"2";"";""
"2";"Radhrim";"Radhrim";"Radhrim";"";"Forest";"http://tolkiengateway.net/wiki/Radhrim";"First Age";""Middle-earth","Doriath"";"2";"";""
"4";"Ramdal";"Ramdal";"Ramdal";"";"Hill Range";"http://tolkiengateway.net/wiki/Ramdal";"First Age";""Middle-earth","Beleriand"";"1";"";""
"2";"RammasEchor";"Rammas Echor";"Rammas Echor";"";"Wall";"http://tolkiengateway.net/wiki/Rammas_Echor";"Third Age";""Middle-earth","Gondor"";"2";"";""
"2";"RasMewrim";"Ras Mewrim";"Ras Mewrim";"";"Cape";"http://tolkiengateway.net/wiki/Ras_Mewrim";"First Age";""Middle-earth","Beleriand"";"2";"";""
"1";"RasMorthil";"Ras Morthil";"Ras Morthil";"";"Mountain";"http://tolkiengateway.net/wiki/Ras_Morthil";"Third Age";""Middle-earth","Gondor"";"1";"";""
"4";"Rauros";"Rauros";"Rauros";"";"Waterfall";"http://tolkiengateway.net/wiki/Rauros";"Third Age";""Middle-earth","Gondor"";"1";"Ted Nasmith";""
"3";"Ravenhill";"Ravenhill";"Ravenhill";"";"Mountain";"http://tolkiengateway.net/wiki/Ravenhill";"Third Age";""Middle-earth","Rhovanion"";"1";"";""
"1";"RavinesOfTaeglin";"Ravines of Taeglin";"Ravines of Taeglin";"";"Place";"http://tolkiengateway.net/wiki/Ravines_of_Taeglin";"First Age";""Middle-earth","Beleriand"";"2";"";""
"2";"RealmsInExile";"Realms in Exile";"Realms in Exile";"Kingdoms of the Dúnedain";"Region";"http://tolkiengateway.net/wiki/Realms_in_Exile";"Third Age";"Middle-earth";"2";"";""
"3";"RedhornGate";"Redhorn Gate";"Redhorn Gate";"";"Place";"http://tolkiengateway.net/wiki/Redhorn_Gate#The_Redhorn_Gate";"Third Age";""Middle-earth","Moria"";"2";"Ted Nasmith";""
"2";"Redwater";"Redwater";"Redwater";"";"River";"http://tolkiengateway.net/wiki/Redwater";"Third Age";""Middle-earth","Rhovanion"";"2";"";""
"3";"Rerir";"Rerir";"Rerir";"Mount Rerir";"Mountain";"http://tolkiengateway.net/wiki/Rerir";"First Age";""Middle-earth","Beleriand"";"1";"";""
"3";"ReunitedKingdom";"Reunited Kingdom";"Reunited Kingdom";"";"Region";"http://tolkiengateway.net/wiki/Reunited_Kingdom";"Third Age";""Middle-earth","Gondor"";"2";"";""
"1";"Rhimdath";"Rhimdath";"Rhimdath";"";"River";"http://tolkiengateway.net/wiki/Rhimdath";"Third Age";""Middle-earth","Rhovanion"";"2";"";""
"2";"Rhosgobel";"Rhosgobel";"Rhosgobel";"";"House";"http://tolkiengateway.net/wiki/Rhosgobel";"Third Age";""Middle-earth","Rhovanion"";"1";"";""
"6";"Rhovanion";"Rhovanion";"Rhovanion";"Wilderland";"Region";"http://tolkiengateway.net/wiki/Rhovanion";"Second Age";"Middle-earth";"1";"Šárka Škorpíková";""
