significance;uniquename;name;searchname;altname;location;gender;born;died;gatewaylink;race;illustrator;placeholder
"2";"gilraen";"Gilraen";"Gilraen";"the Fair";"Eriador";"female";"T.A. 2907 ";"T.A. 3007 (aged 100)";"http://tolkiengateway.net/wiki/Gilraen";"Arnorian";"Anna Kulisz";""
"1";"gilwen";"Gilwen";"Gilwen";"";"";"female";"F.A. 397 ";"";"http://tolkiengateway.net/wiki/Gilwen";"Adan";"";""
"1";"gimilkhad";"Gimilkhâd";"Gimilkhad";"";"Númenor";"male";"S.A. 3044 ";"S.A. 3243 (aged 198)";"http://tolkiengateway.net/wiki/Gimilkh%C3%A2d";"Númenórean";"";""
"1";"gimilzagar";"Gimilzagar";"Gimilzagar";"";"Númenor";"male";"S.A. 2630 ";"";"http://tolkiengateway.net/wiki/Gimilzagar";"Númenórean";"";""
"7";"gimli";"Gimli";"Gimli";""Elf-friend","Lockbearer"";""Thorin's Halls","Lonely Mountain","Glittering Caves"";"male";"T.A. 2879 Thorin's Halls";"Fo.A. 120 (aged 262) Ithilien";"http://tolkiengateway.net/wiki/Gimli";"Dwarf";"Soni Alcorn-Hender";""
"2";"girion";"Girion";"Girion";"";"Dale";"male";"";"T.A. 2770,Dale";"http://tolkiengateway.net/wiki/Girion";"Man";"";""
"4";"glaurung";"Glaurung";"Glaurung";""Undolaurë","Laurundo","Glorund"";"Nargothrond";"";"";"";"http://tolkiengateway.net/wiki/Glaurung";"Dragon";"Ted Nasmith";""
"2";"gleowine";"Gléowine";"Gleowine";"";"";"male";"";"";"http://tolkiengateway.net/wiki/Gl%C3%A9owine";"Rohir";"";""
"1";"glingal";"Glingal";"Glingal";"";"Gondolin";"";"";"";"http://tolkiengateway.net/wiki/Glingal";"Tree";"";""
"1";"glirhuin";"Glirhuin";"Glirhuin";"";"Brethil";"male";"First Age (6th century)";"";"http://tolkiengateway.net/wiki/Glirhuin";"Adan";"";""
"6";"gloin1";"Glóin(King of Durin's Folk)";"Gloin(King of Durin's Folk)";"King of Durin's Folk";"Grey Mountains";"male";"T.A. 2136 Lonely Mountain";"2385 (aged 249) Grey Mountains";"http://tolkiengateway.net/wiki/Gl%C3%B3in_%28Son_of_Thorin_I%29";"Dwarf";"";""
"5";"gloin2";"Glóin";"Gloin";"King of Durin's Folk";""Thorin's Halls","Lonely Mountain"";"male";"T.A. 2783";"Fo.A. 15 (aged 253)";"http://tolkiengateway.net/wiki/Gl%C3%B3in";"Dwarf";"Francesco Amadio";""
"3";"gloredhel";"Glóredhel";"Gloredhel";"";"";"female";"F.A. 415 ";"F.A. 472 ";"http://tolkiengateway.net/wiki/Gl%C3%B3redhel";"Adan";"";""
"4";"glorfindel";"Glorfindel";"Glorfindel";"Laurefindil";""Aman","Gondolin"";"male";"during Years of the Trees,Aman";"F.A. 510 (aged 6500+),Gondolin (then re-embodied)";"http://tolkiengateway.net/wiki/Glorfindel";"Noldo";"Jenny Dolfen";""
"2";"golasgil";"Golasgil";"Golasgil";"Lord of Anfalas";"Gondor";"male";"Late Third Age ";"";"http://tolkiengateway.net/wiki/Golasgil";"Gondorian";"";""
"2";"goldberry";"Goldberry";"Goldberry";"River-daughter";"";"female";"";"";"http://tolkiengateway.net/wiki/Goldberry";"";"Mareishon";""
"2";"goldilocksGardner";"Goldilocks Gardner";"Goldilocks Gardner";"";""Bag End","Hobbiton","Great Smials"";"female";"S.R. 1431";"";"http://tolkiengateway.net/wiki/Goldilocks_Gardner";"Hobbit";"";""
"2";"goldwine";"Goldwine";"Goldwine";"King of Rohan";"Rohan";"male";"T.A. 2619 ";"T.A. 2699 (aged 80)";"http://tolkiengateway.net/wiki/Goldwine";"Rohir";"";""
"1";"golfimbul";"Golfimbul";"Golfimbul";"";"";"male";"";"T.A. 2747";"http://tolkiengateway.net/wiki/Golfimbul";"Orc";"";""
"8";"gollum";"Gollum";"Gollum";""Sméagol","Stinker","Slinker"";"";"male";"c. T.A. 2430,Near Gladden Fields";"25 March T.A. 3019 (aged c. 589),Mount Doom";"http://tolkiengateway.net/wiki/Gollum";"Hobbit";"Mareishon";""
"2";"gorbadocBrandybuck";"Gorbadoc Brandybuck";"Gorbadoc Brandybuck";""Broadbelt","Master of Buckland"";""Brandy Hall","Buckland"";"male";"S.R. 1260";"S.R. 1363 (aged 103)";"http://tolkiengateway.net/wiki/Gorbadoc_Brandybuck";"Hobbit";"";""
"2";"gorbag";"Gorbag";"Gorbag";"";"";"male";"";"14 March T.A. 3019";"http://tolkiengateway.net/wiki/Gorbag";"Orc";"";""
"2";"gorhendadOldbuck";"Gorhendad Oldbuck";"Gorhendad Oldbuck";""Ogmandab Zaragamba","Thain","Master of Buckland"";""Marish","Brandy Hall","Buckland"";"male";"";"";"http://tolkiengateway.net/wiki/Gorhendad_Oldbuck";"Hobbit";"";""
"2";"gormadocBrandybuck";"Gormadoc Brandybuck";"Gormadoc Brandybuck";""Deepdelver","Master of Buckland"";""Brandy Hall","Buckland"";"male";"S.R. 1134";"S.R. 1236 (aged 102)";"http://tolkiengateway.net/wiki/Gormadoc_Brandybuck";"Hobbit";"";""
"1";"gorlim";"Gorlim";"Gorlim";""the Unhappy","the Hapless"";"";"male";"";"";"http://tolkiengateway.net/wiki/Gorlim";"Adan";"";""
"6";"gothmogBalrog";"Gothmog";"Gothmog";""Lord of Balrogs","High-captain of Angband"";"Angband";"male";"Before the Music of the Ainur";"F.A. 510";"http://tolkiengateway.net/wiki/Gothmog_%28balrog%29";"Balrog";"";""
"2";"gram";"Gram";"Gram";"King of Rohan";"Rohan";"male";"T.A. 2668 ";"T.A. 2741 (aged 73)";"http://tolkiengateway.net/wiki/Gram";"Rohir";"";""
"4";"greateagle";"Great Eagle";"Great Eagle";"Lord of the Eagles";"";"male";"";"";"http://tolkiengateway.net/wiki/Great_Eagle";"Maia";"";""
"4";"greatGoblin";"Great Goblin";"Great Goblin";"";"";"male";"";"T.A. 2941";"http://tolkiengateway.net/wiki/Great_Goblin";"Orc";"Anke Eissmann";""
"2";"griffoBoffin";"Griffo Boffin";"Griffo Boffin";"";"The Shire";"male";"S.R. 1344";"";"http://tolkiengateway.net/wiki/Griffo_Boffin";"Hobbit";"";""
"2";"grim";"Grim";"Grim";"Lord of Grimslade";"Rohan";"male";"";"";"http://tolkiengateway.net/wiki/Grim";"Rohir";"";""
"4";"grima";"Gríma";"Grima";"Wormtongue";"";"male";"";"3 November T.A. 3019,Bag End";"http://tolkiengateway.net/wiki/Gr%C3%ADma";"Rohir";"Leone Fabio";""
"2";"grimbeorn";"Grimbeorn";"Grimbeorn";"Grimbeorn the Old";"";"male";"";"";"http://tolkiengateway.net/wiki/Grimbeorn";"";"";""
"2";"grimbold";"Grimbold";"Grimbold";""Grimbold of Grimslade","Grimbold of Westfold"";"Rohan";"male";"";"15 March T.A. 3019,Battle of the Pelennor Fields";"http://tolkiengateway.net/wiki/Grimbold";"Rohir";"";""
"2";"grishnakh";"Grishnákh";"Grishnakh";"";"";"male";"";"29 February, T.A. 3019";"http://tolkiengateway.net/wiki/Grishn%C3%A1kh";"Orc";"";""
"5";"groin";"Gróin";"Groin";"";"Lonely Mountain";"male";"T.A. 2671 Lonely Mountain";"2923 (aged 242)";"http://tolkiengateway.net/wiki/Gr%C3%B3in";"Dwarf";"";""
"2";"gror";"Grór";"Gror";"Lord of the Iron Hills";""Grey Mountains","Iron Hills"";"male";"T.A. 2563 Grey Mountains";"T.A. 2805 (aged 241) Iron Hills";"http://tolkiengateway.net/wiki/Gr%C3%B3r";"Dwarf";"";""
"2";"gruffoBoffin";"Gruffo Boffin";"Gruffo Boffin";"";"The Yale";"male";"S.R. 1300";"S.R. 1399 (aged 99)";"http://tolkiengateway.net/wiki/Gruffo_Boffin";"Hobbit";"";""
"1";"guilin";"Guilin";"Guilin";"";"Nargothrond";"male";"";"F.A. 495 (aged c. 45), Battle of Tumhalad";"http://tolkiengateway.net/wiki/Guilin";"Noldo";"";""
"2";"gundabaldBolger";"Gundabald Bolger";"Gundabald Bolger";"";"Budgeford";"male";"S.R. 1222";"";"http://tolkiengateway.net/wiki/Gundabald_Bolger";"Hobbit";"";""
"2";"gundahadBolger";"Gundahad Bolger";"Gundahad Bolger";"";"Budgeford";"male";"S.R. 1180";"";"http://tolkiengateway.net/wiki/Gundahad_Bolger";"Hobbit";"";""
"2";"gundaharBolger";"Gundahar Bolger";"Gundahar Bolger";"";"The Yale";"male";"S.R. 1174";"S.R. 1275 (aged 101)";"http://tolkiengateway.net/wiki/Gundahar_Bolger";"Hobbit";"";""
"2";"gundolphoBolger";"Gundolpho Bolger";"Gundolpho Bolger";"";"Budgeford";"male";"S.R. 1131";"S.R. 1230 (aged 99)";"http://tolkiengateway.net/wiki/Gundolpho_Bolger";"Hobbit";"";""
"2";"gundor";"Gundor";"Gundor";"";"Dor-lómin";"male";"F.A. 419";"F.A. 456 (aged 37), Eithel Sirion";"http://tolkiengateway.net/wiki/Gundor";"Adan";"";""
"1";"guthlaf";"Guthláf";"Guthlaf";"";"Rohan";"male";"Late Third Age ";"15 March T.A. 3019,Battle of the Pelennor Fields";"http://tolkiengateway.net/wiki/Guthl%C3%A1f";"Rohir";"";""
"4";"gwaihir";"Gwaihir";"Gwaihir";"";"";"male";"";"";"http://tolkiengateway.net/wiki/Gwaihir";"Maia";"";""
"3";"gwindor";"Gwindor";"Gwindor";"Prince of Nargothrond";"Nargothrond";"male";"";"F.A. 495 (aged c. 45),Battle of Tumhalad";"http://tolkiengateway.net/wiki/Gwindor";"Noldo";"Ebe Kastein";""
"4";"hador";"Hador";"Hador";""Lórindol","Golden-haired"";"Dor-lómin";"male";"F.A. 390,Foothills of the Ered Wethrin";"F.A. 455 (aged 65),Eithel Sirion";"http://tolkiengateway.net/wiki/Hador_L%C3%B3rindol";"Adan";"";""
"2";"hadorStewardOfGondor";"Hador (Steward of Gondor)";"Hador (Steward of Gondor)";"Ruling Steward";"Gondor";"male";"T.A. 2245 ";"T.A. 2395 (aged 150)";"http://tolkiengateway.net/wiki/Hador_%28Steward_of_Gondor%29";"Gondorian";"";""
"2";"halbarad";"Halbarad";"Halbarad";"Dúnadan";"Eriador";"male";"";"15 March, T.A. 3019,Battle of the Pelennor Fields";"http://tolkiengateway.net/wiki/Halbarad";"Arnorian";"";""
"1";"haldad";"Haldad";"Haldad";"Chieftain of the Haladin";"Thargelion";"male";"c. F.A. 315,Thargelion";"c. F.A. 375 (aged c. 50),Battle of the Gelion-Ascar Stockade";"http://tolkiengateway.net/wiki/Haldad";"Adan";"";""
"2";"haldar";"Haldar";"Haldar";"";"Thargelion";"male";"F.A. 341,Thargelion";"F.A. 375,Battle of the Gelion-Ascar Stockade";"http://tolkiengateway.net/wiki/Haldar";"Adan";"";""
"1";"haldan";"Haldan";"Haldan";"";"";"male";"F.A. 366";"F.A. 451";"http://tolkiengateway.net/wiki/Haldan";"Adan";"";""
"5";"haldir";"Haldir";"Haldir";"";"Lothlórien";"male";"";"";"http://tolkiengateway.net/wiki/Haldir_%28elf_of_L%C3%B3rien%29";"Nando";"Līga Kļaviņa";""
"2";"haldirHaladin";"Haldir (Chieftain of the Haladin)";"Haldir (Chieftain of the Haladin)";"Chieftain of the Haladin";"Brethil";"male";"F.A. 414,Brethil";"F.A. 472,Battle of Unnumbered Tears";"http://tolkiengateway.net/wiki/Haldir_of_the_Haladin";"Adan";"";""
"2";"haleth";"Haleth";"Haleth";"Chieftain of the Haladin";"Brethil";"female";"F.A. 341,Thargelion";"F.A. 420 ";"http://tolkiengateway.net/wiki/Haleth";"Adan";"Shyangell";""
"1";"halethSonOfHelm";"Haleth (son of Helm)";"Haleth (son of Helm)";"";"Rohan";"male";"";"T.A. 2758,Meduseld, Edoras";"http://tolkiengateway.net/wiki/Haleth_%28son_of_Helm%29";"Rohir";"";""
"2";"halfredGamgee";"Halfred Gamgee";"Halfred Gamgee";"";""Hobbiton","Northfarthing"";"male";"S.R. 1369";"";"http://tolkiengateway.net/wiki/Halfred_Gamgee";"Hobbit";"";""
"2";"halfredGreenhand";"Halfred Greenhand";"Halfred Greenhand";"";"Hobbiton";"male";"S.R. 1251";"";"http://tolkiengateway.net/wiki/Halfred_Greenhand";"Hobbit";"";""
"2";"halfredOfOverhill";"Halfred of Overhill";"Halfred of Overhill";"Halfred of Overhill";"Overhill";"male";"S.R. 1332";"";"http://tolkiengateway.net/wiki/Halfred_of_Overhill";"Hobbit";"";""
"1";"hallacar";"Hallacar";"Hallacar";"Lord of Hyarastorni";"";"male";"S.A. 852";"S.A. 1211 (aged 359)";"http://tolkiengateway.net/wiki/Hallacar";"Númenórean";"";""
"1";"hallas";"Hallas";"Hallas";"Ruling Steward";"Gondor";"male";"T.A. 2480 ";"T.A. 2605 (aged 125)";"http://tolkiengateway.net/wiki/Hallas";"Gondorian";"";""
"3";"halmir";"Halmir";"Halmir";"Halad or Warden of Brethil";"Brethil";"male";"F.A. 390 ";"F.A. 471 (aged 81)";"http://tolkiengateway.net/wiki/Halmir";"Adan";"";""
"4";"hama";"Háma";"Hama";"";"Rohan";"male";"";"3 or 4 March, T.A. 3019,Battle of the Hornburg";"http://tolkiengateway.net/wiki/H%C3%A1ma";"Rohir";"";""
"2";"hamaSonOfHelm";"Háma (son of Helm)";"Hama (son of Helm)";"";"Rohan";"male";"";"T.A. 2759,Near the Hornburg";"http://tolkiengateway.net/wiki/H%C3%A1ma_%28son_of_Helm%29";"Rohir";"";""
"2";"hamfastGardner";"Hamfast Gardner";"Hamfast Gardner";""Ranugad","Baravorn"";""Bag End","Hobbiton"";"male";"S.R. 1432";"";"http://tolkiengateway.net/wiki/Hamfast_Gardner";"Hobbit";"";""
"2";"hamfastOfGamwich";"Hamfast of Gamwich";"Hamfast of Gamwich";"";"Gamwich";"male";"S.R. 1160";"";"http://tolkiengateway.net/wiki/Hamfast_of_Gamwich";"Hobbit";"";""
"2";"hamsonGamgee";"Hamson Gamgee";"Hamson Gamgee";"";""Hobbiton","Tighfield"";"male";"S.R. 1365";"";"http://tolkiengateway.net/wiki/Hamson_Gamgee";"Hobbit";"";""
"2";"handir";"Handir";"Handir";"5th Chieftain of the Haladin";"Brethil";"male";"F.A. 441,Brethil";"F.A. 495,Brethil";"http://tolkiengateway.net/wiki/Handir";"Adan";"";""
"2";"hannaGoldworthy";"Hanna Goldworthy";"Hanna Goldworthy";"Hanna Brandybuck";"Buckland";"female";"c. S.R. 1175";"";"http://tolkiengateway.net/wiki/Hanna_Goldworthy";"Hobbit";"";""
"1";"hardang";"Hardang";"Hardang";"Chieftain";"Brethil";"male";"F.A. 470 ";"F.A. 501 (aged 31),Brethil";"http://tolkiengateway.net/wiki/Hardang";"Adan";"";""
"2";"hardingOfTheHill";"Harding of the Hill";"Harding of the Hill";"";"Bag End";"male";"S.R. 1501 ";"S.R. 1606";"http://tolkiengateway.net/wiki/Harding_of_the_Hill";"Hobbit";"";""
"3";"hareth";"Hareth";"Hareth";"";"Brethil";"female";"F.A. 419 ";"";"http://tolkiengateway.net/wiki/Hareth";"Adan";"";""
"2";"hathaldir";"Hathaldir the Young";"Hathaldir the Young";"";"";"male";"";"F.A. 460,Tarn Aeluin";"http://tolkiengateway.net/wiki/Hathaldir";"Adan";"";""
"1";"hathol";"Hathol";"Hathol";"Chieftain of the Third House of the Edain";"";"male";"F.A. 365";"";"http://tolkiengateway.net/wiki/Hathol";"Adan";"";""
"2";"hatholdir";"Hatholdir";"Hatholdir";"";"Númenor";"male";"Before S.A. 799";"";"http://tolkiengateway.net/wiki/Hatholdir";"Númenórean";"";""
"1";"hallatan";"Hallatan";"Hallatan";"Lord of Hyarastorni";"Númenor";"male";"S.A. 711";"";"http://tolkiengateway.net/wiki/Hallatan";"Númenórean";"";""
"3";"helm";"Helm";"Helm";"King of Rohan";"Rohan";"male";"T.A. 2691 ";"T.A. 2759 (aged 68),Helm's Dike during Long Winter";"http://tolkiengateway.net/wiki/Helm";"Rohir";"";""
"2";"henderch";"Henderch";"Henderch";"";""Andustar","Númenor"";"male";"Early Second Age";"";"http://tolkiengateway.net/wiki/Henderch";"Númenórean";"";""
"2";"hending";"Hending";"Hending";"";"Hobbiton";"male";"S.R. 1259";"";"http://tolkiengateway.net/wiki/Hending";"Hobbit";"";""
"1";"hendor";"Hendor";"Hendor";"";"Gondolin";"";"";"";"http://tolkiengateway.net/wiki/Hendor";"";"";""
"2";"heribaldBolger";"Heribald Bolger";"Heribald Bolger";"";"Budgeford";"male";"S.R. 1351";"";"http://tolkiengateway.net/wiki/Heribald_Bolger";"Hobbit";"";""
"1";"herion";"Herion";"Herion";"Ruling Steward";"Gondor";"male";"T.A. 2037 ";"T.A. 2148 (aged 111)";"http://tolkiengateway.net/wiki/Herion";"Gondorian";"";""
"2";"herugarBolger";"Herugar Bolger";"Herugar Bolger";"";"Budgeford";"male";"S.R. 1295";"S.R. 1390 (aged 95)";"http://tolkiengateway.net/wiki/Herugar_Bolger";"Hobbit";"";""
"1";"herumor";"Herumor";"Herumor";"";""Númenor","Umbar"";"male";"Late Second Age ";"";"http://tolkiengateway.net/wiki/Herumor";"Númenórean";"";""
"1";"hild";"Hild";"Hild";"";"Rohan";"male";"Fl. T.A. early 28th century ";"";"http://tolkiengateway.net/wiki/Hild";"Rohir";"";""
"2";"hildaBracegirdle";"Hilda Bracegirdle";"Hilda Bracegirdle";"Hilda Brandybuck";""Hardbottle","Buckland"";"female";"S.R. 1354";"";"http://tolkiengateway.net/wiki/Hilda_Bracegirdle";"Hobbit";"";""
"2";"hildibrandTook";"Hildibrand Took";"Hildibrand Took";"";""Great Smials","Tuckborough"";"male";"S.R. 1249";"S.R. 1334 (aged 85)";"http://tolkiengateway.net/wiki/Hildibrand_Took";"Hobbit";"";""
"2";"hildifonsTook";"Hildifons Took";"Hildifons Took";"";""Great Smials","Tuckborough"";"male";"S.R. 1244";"";"http://tolkiengateway.net/wiki/Hildifons_Took";"Hobbit";"";""
"2";"hildigardTook";"Hildigard Took";"Hildigard Took";"";""Great Smials","Tuckborough"";"female";"between S.R. 1232 and 1238";"";"http://tolkiengateway.net/wiki/Hildigard_Took";"Hobbit";"";""
"2";"hildigrimTook";"Hildigrim Took";"Hildigrim Took";"";""Great Smials","Tuckborough"";"male";"S.R. 1240";"S.R. 1341 (aged 101)";"http://tolkiengateway.net/wiki/Hildigrim_Took";"Hobbit";"";""
"1";"hirgon";"Hirgon";"Hirgon";"";"Gondor";"male";"Late Third Age ";"March 13-14, T.A. 3019,Anórien, near Mindolluin";"http://tolkiengateway.net/wiki/Hirgon";"Gondorian";"";""
"1";"hiril";"Hiril";"Hiril";"";"Brethil";"female";"c. F.A. 422 ";"";"http://tolkiengateway.net/wiki/Hiril";"Adan";"";""
"1";"hirluin";"Hirluin";"Hirluin";""the Fair","of the Green Hills"";""Green Hills","Gondor"";"male";"";"March 15, T.A. 3019,Battle of the Pelennor Fields";"http://tolkiengateway.net/wiki/Hirluin";"Gondorian";"Jan Pospíšil";""
"1";"hirwen";"Hirwen";"Hirwen";"";"";"female";"F.A. 389 ";"";"http://tolkiengateway.net/wiki/Hirwen";"Adan";"";""
"2";"hobGammidge";"Hob Gammidge";"Hob Gammidge";"Old Gammidgy";"Tighfield";"male";"S.R. 1246";"";"http://tolkiengateway.net/wiki/Hob_Gammidge";"Hobbit";"";""
"2";"hobson";"Hobson";"Hobson";""Roper Gamgee","Hobson Gamgee"";"Tighfield";"male";"S.R. 1285";"S.R. 1384 (aged 99)";"http://tolkiengateway.net/wiki/Hobson";"Hobbit";"";""
"2";"holfastGardner";"Holfast Gardner";"Holfast Gardner";"";"Hobbiton";"male";"S.R. 1462";"";"http://tolkiengateway.net/wiki/Holfast_Gardner";"Hobbit";"";""
"2";"holmanCotton";"Holman Cotton";"Holman Cotton";"Long Hom";"Bywater";"male";"S.R. 1302";"";"http://tolkiengateway.net/wiki/Holman_Cotton";"Hobbit";"";""
"2";"holmanGreenhand";"Holman Greenhand";"Holman Greenhand";"";"Hobbiton";"male";"S.R. 1292";"";"http://tolkiengateway.net/wiki/Holman_Greenhand";"Hobbit";"";""
"2";"holmanTheGreenhanded";"Holman the greenhanded";"Holman the greenhanded";"Holman of Hobbiton";"Hobbiton";"male";"S.R. 1210";"";"http://tolkiengateway.net/wiki/Holman_the_greenhanded";"Hobbit";"";""
"4";"huan";"Huan";"Huan";"Hound of Valinor";"Valinor";"male";"";"";"http://tolkiengateway.net/wiki/Huan";"Wolfhound";"Ted Nasmith";""
"2";"hugoBoffin";"Hugo Boffin";"Hugo Boffin";"";"The Shire";"male";"S.R. 1254";"S.R. 1345 (aged 91)";"http://tolkiengateway.net/wiki/Hugo_Boffin";"Hobbit";"";""
"2";"hundad";"Hundad";"Hundad";"";"Brethil";"male";"F.A. 447 ";"";"http://tolkiengateway.net/wiki/Hundad";"Adan";"";""
"1";"hundar";"Hundar";"Hundar";"";"Brethil";"male";"F.A. 417 ";"F.A. 472 (aged 55)";"http://tolkiengateway.net/wiki/Hundar";"Adan";"";""
"2";"hunleth";"Hunleth";"Hunleth";"";"Brethil";"female";"F.A. 443 ";"";"http://tolkiengateway.net/wiki/Hunleth";"Adan";"";""
"1";"hunthor";"Hunthor";"Hunthor";"";"Brethil";"male";"F.A. 467,Brethil";"F.A. 499 (aged 32),Ravines of Taeglin";"http://tolkiengateway.net/wiki/Hunthor";"Adan";"";""
"4";"huor";"Huor";"Huor";"";"Dor-lómin";"male";"F.A. 444,Dor-lómin";"c. F.A. 472 (aged 30),Fen of Serech in Nirnaeth Arnoediad";"http://tolkiengateway.net/wiki/Huor";"Adan";"";""
"6";"hurin";"Húrin Thalion";"Hurin Thalion";""Thalion","Úmarth","Úrin","Lord of Dor-lómin"";""Dor-lómin","Thangorodrim"";"male";"F.A. 441,Dor-lómin";"c. F.A. 500 (aged 61),Belegaer (suicide)";"http://tolkiengateway.net/wiki/H%C3%BArin";"Adan";"Ted Nasmith";""
"2";"hurinOfEmynArnen";"Húrin of Emyn Arnen";"Hurin of Emyn Arnen";"of Emyn Arnen";"Gondor";"male";"Mid-Third Age";"Mid-Third Age";"http://tolkiengateway.net/wiki/H%C3%BArin_of_Emyn_Arnen";"Gondorian";"";""
"1";"hurin1";"Húrin I";"Hurin I";"Ruling Steward";"Gondor";"male";"T.A. 2124 ";"T.A. 2244 (aged 120)";"http://tolkiengateway.net/wiki/Hurin_I";"Gondorian";"";""
"1";"hurin2";"Húrin II";"Hurin II";"Ruling Steward";"Gondor";"male";"T.A. 2515 ";"T.A. 2628 (aged 113)";"http://tolkiengateway.net/wiki/Hurin_II";"Gondorian";"";""
"2";"hyarmendacil1";"Hyarmendacil I";"Hyarmendacil I";""Ciryaher","King of Gondor"";"Gondor";"male";"T.A. 899 ";"T.A. 1149 (aged 250)";"http://tolkiengateway.net/wiki/Hyarmendacil_I";"Gondorian";"Matěj Čadil";""
"1";"hyarmendacil2";"Hyarmendacil II";"Hyarmendacil II";""Vinyarion","King of Gondor"";"Gondor";"male";"T.A. 1391 ";"T.A. 1621 (aged 230)";"http://tolkiengateway.net/wiki/Hyarmendacil_II";"Gondorian";"";""
"2";"ibal";"Îbal";"Ibal";"";""Emerië","Númenor"";"male";"Before S.A. 873,Númenor";"";"http://tolkiengateway.net/wiki/%C3%8Ebal";"Númenórean";"";""
"2";"ibun";"Ibun";"Ibun";"";"House of Ransom";"male";"";"";"http://tolkiengateway.net/wiki/Ibun";"Dwarf";"";""
"2";"idril";"Idril";"Idril";""Itarillë","Celebrindal"";""Vinyamar","Gondolin"";"female";"During Years of the Trees,Valinor";"F.A. 525,Mouths of Sirion";"http://tolkiengateway.net/wiki/Idril";"Noldo";"Līga Kļaviņa";""
"2";"ilbericBrandybuck";"Ilberic Brandybuck";"Ilberic Brandybuck";"";"The Shire";"male";"S.R. 1391";"";"http://tolkiengateway.net/wiki/Ilberic_Brandybuck";"Hobbit";"";""
"3";"ilmare";"Ilmarë";"Ilmare";"";"";"female";"";"";"http://tolkiengateway.net/wiki/Ilmar%C3%AB";Maia;"";""
"2";"imlach";"Imlach";"Imlach";"";"";"male";"F.A. 310 ";"";"http://tolkiengateway.net/wiki/Imlach";"Adan";"";""
"1";"imin";"Imin";"Imin";""Father of the Minyar","Eldest of the Elf-fathers"";"Cuiviénen";"male";"Y.T. 1050 Cuiviénen";"";"http://tolkiengateway.net/wiki/Imin";"Elf";"";""
"2";"iminye";"Iminyë";"Iminye";"Eldest of the Wives of the Elf-Fathers";"Cuiviénen";"female";"Y.T. 1050 Cuiviénen";"";"http://tolkiengateway.net/wiki/Iminy%C3%AB";"Elf";"";""
"2";"imrahil";"Imrahil";"Imrahil";""the Fair","Prince of Dol Amroth"";"Dol Amroth";"male";"T.A. 2955 ";"Fo.A. 34 (aged 100)";"http://tolkiengateway.net/wiki/Imrahil";"Gondorian";"Jan Pospíšil";""
"2";"imrazor";"Imrazôr";"Imrazor";"The Númenórean";"Belfalas";"male";"T.A. 1950 ";"T.A. 2076 (aged 126)";"http://tolkiengateway.net/wiki/Imraz%C3%B4r";"Númenórean";"";""
"2";"indis";"Indis";"Indis";""The Fair","Queen of the Noldor"";"Tirion";"female";"";"";"http://tolkiengateway.net/wiki/Indis";"Vanya";"Shyangell";""
"1";"indor";"Indor";"Indor";"";"Dor-lómin";"male";"First Age ";"First Age ";"http://tolkiengateway.net/wiki/Indor";"Adan";"";""
"1";"ingil";"Ingil";"Ingil";"";"Tol Eressea";"male";"";"";"http://tolkiengateway.net/wiki/Ingil";"";"";""
"1";"ingold";"Ingold";"Ingold";"";"Gondor";"male";"Late Third Age ";"";"http://tolkiengateway.net/wiki/Ingold";"Gondorian";"";""
"2";"ingwe";"Ingwë";"Ingwe";""High King of all the Elves","King of the Vanyar"";""Taniquetil","Valinor"";"male";"Y.T. 1050 Cuiviénen";"";"http://tolkiengateway.net/wiki/Ingw%C3%AB";"Vanya";"";""
"2";"inzilbeth";"Inzilbêth";"Inzilbeth";"Queen of Númenor";"Númenor";"female";"Before S.A. 3035 ";"";"http://tolkiengateway.net/wiki/Inzilb%C3%AAth";"Númenórean";"";""
"2";"ioreth";"Ioreth";"Ioreth";"";"Gondor";"female";"Late Third Age,Lossarnach";"";"http://tolkiengateway.net/wiki/Ioreth";"Gondorian";"";""
"1";"irilde";"Írildë";"Irilde";"";"Númenor";"female";"S.A. 700 ";"";"http://tolkiengateway.net/wiki/%C3%8Drild%C3%AB";"Númenórean";"";""
"1";"irime";"Írimë";"Irime";"";"";"male";"";"";"http://tolkiengateway.net/wiki/Irim%C3%AB";"Noldo";"";""
"5";"irmo";"Irmo";"Irmo";""Lórien","Lúrin"";""Lórien","Valinor"";"male";"";"";"http://tolkiengateway.net/wiki/Irmo";"Vala";"";""
"2";"isembardTook";"Isembard Took";"Isembard Took";"";""Great Smials","Tuckborough"";"male";"S.R. 1247";"S.R. 1346 (aged 99)";"http://tolkiengateway.net/wiki/Isembard_Took";"Hobbit";"";""
"2";"isemboldTook";"Isembold Took";"Isembold Took";"";""Great Smials","Tuckborough"";"male";"S.R. 1242";"S.R. 1346 (aged 104)";"http://tolkiengateway.net/wiki/Isembold_Took";"Hobbit";"";""
"1";"isengarTook";"Isengar Took";"Isengar Took";"";""Great Smials","Tuckborough"";"male";"S.R. 1262";"S.R. 1360 (aged 98)";"http://tolkiengateway.net/wiki/Isengar_Took";"Hobbit";"";""
"3";"isengrimTook2";"Isengrim Took II";"Isengrim Took II";"Thain of the Shire";""Great Smials","Tuckborough"";"male";"S.R. 1020";"S.R. 1122 (aged 102)";"http://tolkiengateway.net/wiki/Isengrim_Took_II";"Hobbit";"";""
